  -90.45900       26.68900     42360
  -92.49000       27.55000     42361
  -90.64800       27.79500     42362
  -89.22000       28.16000     42363
  -88.09000       29.06000     42364
  -90.28300       27.20700     42369
  -88.28900       28.52100     42375
  -94.89800       26.12900     42390
  -90.02700       27.19600     42392
  -89.24000       28.15700     42394
  -90.79200       26.40400     42395
  -125.0320       10.05100     43010
  -69.12800       43.20100     44005
  -70.14100       43.52500     44007
  -69.24800       40.50400     44008
  -74.70200       38.45700     44009
  -66.58800       41.07000     44011
  -70.65100       42.34600     44013
  -74.84000       36.60600     44014
  -72.04900       40.69300     44017
  -70.14300       42.20600     44018
  -70.27900       41.49300     44020
  -73.72800       40.88300     44022
  -65.91200       42.32700     44024
  -73.16400       40.25100     44025
  -67.30000       44.28300     44027
  -70.56600       42.52300     44029
  -70.42600       43.17900     44030
  -69.35500       43.71500     44032
  -68.99600       44.05500     44033
  -68.11200       44.10300     44034
  -67.87600       43.49700     44037
  -73.58000       40.95600     44040
  -75.71500       36.19900     44056
  -73.70300       40.36900     44065
  -72.64400       39.61800     44066
  -73.08700       40.69900     44069
  -70.54000       43.02000     44073
  -75.42100       36.00100     44086
  -74.83800       36.61200     44088
  -75.33400       37.75700     44089
  -70.32900       41.84000     44090
  -73.76900       39.77800     44091
  -75.49200       36.87200     44093
  -75.33000       35.75000     44095
  -75.80900       37.02300     44096
  -71.12700       40.96900     44097
  -70.16800       42.79800     44098
  -75.72000       36.91400     44099
  -75.59400       36.26000     44100
  -62.00000       42.26000     44137
  -57.10000       44.24000     44139
  -64.02000       42.50000     44150
  -63.40000       44.50000     44258
  -147.9490       56.23200     46001
  -130.5370       42.61200     46002
  -136.1000       50.93000     46004
  -131.0790       46.13400     46005
  -137.3970       40.78200     46006
  -121.0190       34.95600     46011
  -160.0000       57.70000     46021
  -120.9670       34.71400     46023
  -119.2000       33.00000     46024
  -119.0530       33.76300     46025
  -121.8570       35.70300     46028
  -177.7080       57.01800     46035
  -122.3980       36.78500     46042
  -119.5060       32.40400     46047
  -120.4770       34.26500     46054
  -129.9510       38.09400     46059
  -146.8050       60.58400     46060
  -154.9870       52.76500     46066
  -120.2130       33.67700     46069
   175.1530       55.08200     46070
   179.0120       51.12500     46071
  -172.0880       51.67200     46072
  -172.0010       55.03100     46073
  -160.8170       53.98300     46075
  -147.9900       59.50200     46076
  -152.5820       55.55600     46078
  -150.0420       57.94700     46080
  -143.3720       59.68100     46082
  -137.9970       58.30000     46083
  -136.1020       56.62200     46084
  -142.8820       55.88300     46085
  -118.0520       32.49900     46086
  -125.7710       45.92500     46089
  -122.0290       36.75100     46092
  -122.3510       36.72300     46114
  -131.2200       51.83000     46147
  -131.1000       53.62000     46183
  -138.8500       53.91000     46184
  -129.7900       52.42000     46185
  -128.7700       51.38000     46204
  -134.3200       54.19000     46205
  -126.0000       48.84000     46206
  -129.9200       50.87000     46207
  -132.6900       52.52000     46208
  -123.4720       37.95000     46214
  -120.7830       34.45400     46218
  -119.8820       33.22500     46219
  -118.6340       33.85500     46221
  -118.3170       33.61800     46222
  -117.3910       32.93300     46225
  -117.3700       32.74700     46231
  -117.4210       32.53000     46232
  -117.1690       32.57000     46235
  -122.0960       36.34300     46239
  -145.2000       50.03300     46246
  -119.5590       33.76100     46251
  -118.1810       33.57600     46253
  -117.2670       32.86800     46254
  -119.6510       33.40000     46255
  -118.2010       33.70000     46256
  -120.7660       34.43900     46257
  -117.5010       32.75200     46258
  -121.4970       34.76700     46259
  -119.0040       33.70400     46262
  -151.6950       57.47900     46264
  -165.4750       64.47300     46265
  -153.7810       23.53500     51000
  -162.0000       24.45300     51001
  -157.7420       17.04300     51002
  -160.6620       19.17200     51003
  -152.3640       17.60400     51004
  -162.0750       24.36100     51101
  -158.1170       21.67100     51201
  -157.6780       21.41500     51202
  -157.0100       20.78800     51203
  -158.1240       21.28100     51204
  -156.4250       21.01800     51205
  -154.9700       19.78000     51206
  -157.7520       21.47700     51207
  -159.5740       22.28500     51208
  -170.4930      -14.26400     51209
  -157.7560       21.47700     51210
  -157.9590       21.29700     51211
  -158.1490       21.32300     51212
  -157.0030       20.75000     51213
   144.7880       13.35400     52200
   171.3920       7.083000     52201
   144.8120       13.68400     52202
   145.6620       15.26800     52211
   134.6670       7.630000     52212
  -5.000000       45.23000     62001
  -12.43000       48.72000     62029
  -4.400000       50.00000     62050
  -2.900000       49.90000     62103
  -12.57000       55.42000     62105
  -6.100000       50.10200     62107
  0.0000000E+00   58.30000     62114
  0.7000000       54.00000     62127
   1.700000       53.40000     62144
   2.800000       53.10200     62145
   2.100000       57.20000     62146
   1.500000       53.60000     62148
   1.100000       53.70000     62149
  -8.470000       47.55000     62163
   1.100000       54.00000     62165
  0.0000000E+00   50.40000     62305
   1.500000       59.50000     63110
   1.000000       61.10000     63112
   1.708000       61.00000     63113
   1.300000       61.60000     63115
   1.100000       61.40000     63117
  -11.42000       59.07000     64045
  -4.167000       60.48300     64046
